Item_ID,Item_Weight,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Identifier,Yrs_since_inception,Outlet_Size,Outlet_Location_Type,Outlet_Type,Sales
8509,9.3,Low Fat,Hard Drinks,191.6846,OUT046,19,Small,Tier 1,Supermarket Type1,3057.3536
8510,15.75,Low Fat,Baking Goods,196.5452,OUT017,9,Medium,Tier 2,Supermarket Type1,3131.9232
8511,14.85,Low Fat,Household,253.2698,OUT045,14,Medium,Tier 2,Supermarket Type1,2283.0282
8512,18.6,Low Fat,Frozen Foods,243.6802,OUT017,9,Medium,Tier 2,Supermarket Type1,5896.3248
8513,16.35,Low Fat,Household,256.4646,OUT018,7,Medium,Tier 3,Supermarket Type2,515.3292
8514,9.695,Regular,Baking Goods,226.1404,OUT046,19,Small,Tier 1,Supermarket Type1,3375.606
8515,15.15,Regular,Snack Foods,130.0284,OUT017,9,Medium,Tier 2,Supermarket Type1,3559.3668
8516,14.3,Regular,Fruits and Vegetables,88.9856,OUT035,12,Small,Tier 2,Supermarket Type1,1669.8264
8517,10.895,Low Fat,Fruits and Vegetables,194.8794,OUT010,18,Medium,Tier 3,Grocery Store,585.2382
8518,8.39,Low Fat,Household,165.1868,OUT017,9,Medium,Tier 2,Supermarket Type1,2784.3756
8519,18.35,Low Fat,Dairy,151.934,OUT013,29,High,Tier 3,Supermarket Type1,306.268
8520,15.2,Low Fat,Health and Hygiene,116.3492,OUT013,29,High,Tier 3,Supermarket Type1,2548.6824
8521,20.2,Low Fat,Snack Foods,259.4646,OUT035,12,Small,Tier 2,Supermarket Type1,2061.3168
8522,8.71,Regular,Canned,185.6924,OUT045,14,Medium,Tier 2,Supermarket Type1,3331.6632
8523,12.15,Low Fat,Breads,163.1184,OUT035,12,Small,Tier 2,Supermarket Type1,3467.4864
8524,8.06,Low Fat,Breakfast,232.0326,OUT045,14,Medium,Tier 2,Supermarket Type1,3003.4238
8525,11.5,Low Fat,Fruits and Vegetables,130.6652,OUT010,18,Medium,Tier 3,Grocery Store,258.3304
8526,14.85,Low Fat,Canned,187.3214,OUT046,19,Small,Tier 1,Supermarket Type1,4333.6922
8527,11.8,Low Fat,Fruits and Vegetables,45.2402,OUT018,7,Medium,Tier 3,Supermarket Type2,1148.505
8528,14.7,Low Fat,Hard Drinks,143.5128,OUT049,17,Medium,Tier 1,Supermarket Type1,2444.8176
8529,18.75,Low Fat,Household,214.1218,OUT013,29,High,Tier 3,Supermarket Type1,4488.1578
8530,7.235,Low Fat,Snack Foods,115.1834,OUT045,14,Medium,Tier 2,Supermarket Type1,1382.2008
8531,19.6,Low Fat,Health and Hygiene,150.9024,OUT049,17,Medium,Tier 1,Supermarket Type1,3795.06
8532,7.27,Regular,Canned,92.2488,OUT017,9,Medium,Tier 2,Supermarket Type1,814.9392
8533,15.1,Regular,Fruits and Vegetables,42.0796,OUT045,14,Medium,Tier 2,Supermarket Type1,454.0756
8534,7.81,Low Fat,Soft Drinks,243.5486,OUT010,18,Medium,Tier 3,Grocery Store,488.6972
8535,7.81,Regular,Canned,125.5046,OUT035,12,Small,Tier 2,Supermarket Type1,3237.1196
8536,6.465,Low Fat,Canned,266.8884,OUT017,9,Medium,Tier 2,Supermarket Type1,1059.9536
8537,10.8,Low Fat,Meat,100.5042,OUT018,7,Medium,Tier 3,Supermarket Type2,1884.8798
8538,9.5,Regular,Meat,196.8452,OUT046,19,Small,Tier 1,Supermarket Type1,3523.4136
8539,20.7,Regular,Fruits and Vegetables,125.5388,OUT013,29,High,Tier 3,Supermarket Type1,2105.2596
8540,8.895,Low Fat,Hard Drinks,235.9616,OUT017,9,Medium,Tier 2,Supermarket Type1,1874.8928
8541,15.6,Low Fat,Snack Foods,125.2704,OUT018,7,Medium,Tier 3,Supermarket Type2,2628.5784
8542,9,Low Fat,Frozen Foods,214.5534,OUT013,29,High,Tier 3,Supermarket Type1,3440.8544
8543,19.35,Low Fat,Frozen Foods,120.9098,OUT045,14,Medium,Tier 2,Supermarket Type1,1687.1372
8544,19.7,Regular,Meat,102.599,OUT045,14,Medium,Tier 2,Supermarket Type1,2063.98
8545,5.825,Low Fat,Household,160.7894,OUT018,7,Medium,Tier 3,Supermarket Type2,1617.894
8546,12.85,Low Fat,Fruits and Vegetables,233.8642,OUT018,7,Medium,Tier 3,Supermarket Type2,2323.642
8547,12.85,Low Fat,Snack Foods,172.4422,OUT045,14,Medium,Tier 2,Supermarket Type1,4483.4972
8548,17.5,Low Fat,Meat,139.918,OUT013,29,High,Tier 3,Supermarket Type1,419.454
8549,17,Low Fat,Dairy,221.1114,OUT046,19,Small,Tier 1,Supermarket Type1,4434.228
8550,7.05,Low Fat,Snack Foods,111.1912,OUT046,19,Small,Tier 1,Supermarket Type1,1965.4416
8551,5.78,Regular,Snack Foods,264.0568,OUT035,12,Small,Tier 2,Supermarket Type1,2109.2544
8552,15.2,Low Fat,Snack Foods,229.0352,OUT035,12,Small,Tier 2,Supermarket Type1,2290.352
8553,11.35,Regular,Fruits and Vegetables,169.279,OUT035,12,Small,Tier 2,Supermarket Type1,2376.906
8554,17.5,Low Fat,Frozen Foods,257.7304,OUT045,14,Medium,Tier 2,Supermarket Type1,5683.2688
8555,16.25,Low Fat,Dairy,95.541,OUT049,17,Medium,Tier 1,Supermarket Type1,1544.656
8556,12.85,Low Fat,Fruits and Vegetables,179.7318,OUT049,17,Medium,Tier 1,Supermarket Type1,2165.1816
8557,8.84,Regular,Frozen Foods,109.9228,OUT018,7,Medium,Tier 3,Supermarket Type2,1547.3192
8558,17.75,Low Fat,Others,107.5912,OUT046,19,Small,Tier 1,Supermarket Type1,1528.6768
8559,6.38,Low Fat,Household,143.347,OUT045,14,Medium,Tier 2,Supermarket Type1,858.882
8560,10.65,Low Fat,Fruits and Vegetables,57.1272,OUT035,12,Small,Tier 2,Supermarket Type1,279.636
8561,13.1,Low Fat,Dairy,75.0354,OUT046,19,Small,Tier 1,Supermarket Type1,902.8248
8562,10.195,Low Fat,Frozen Foods,143.1154,OUT017,9,Medium,Tier 2,Supermarket Type1,2410.8618
8563,6.67,Regular,Snack Foods,131.2626,OUT017,9,Medium,Tier 2,Supermarket Type1,2098.6016
8564,5.32,Low Fat,Health and Hygiene,103.8674,OUT045,14,Medium,Tier 2,Supermarket Type1,509.337
8565,12.1,Low Fat,Soft Drinks,144.3444,OUT018,7,Medium,Tier 3,Supermarket Type2,1161.1552
8566,13.85,Regular,Breakfast,232.73,OUT018,7,Medium,Tier 3,Supermarket Type2,6291.81
8567,16.35,Low Fat,Household,125.602,OUT049,17,Medium,Tier 1,Supermarket Type1,3036.048
8568,18.35,Low Fat,Household,192.8504,OUT013,29,High,Tier 3,Supermarket Type1,2876.256
8569,15.5,Regular,Fruits and Vegetables,102.0332,OUT010,18,Medium,Tier 3,Grocery Store,102.5332
8570,12.1,Low Fat,Snack Foods,150.4734,OUT046,19,Small,Tier 1,Supermarket Type1,2078.6276
8571,12.1,Low Fat,Snack Foods,148.2734,OUT035,12,Small,Tier 2,Supermarket Type1,3266.4148
8572,19.25,Regular,Frozen Foods,85.2908,OUT013,29,High,Tier 3,Supermarket Type1,671.1264
8573,8.71,Regular,Canned,183.3924,OUT046,19,Small,Tier 1,Supermarket Type1,3146.5708
8574,10.5,Low Fat,Household,170.9106,OUT013,29,High,Tier 3,Supermarket Type1,3251.1014
8575,11.6,Regular,Dairy,240.8222,OUT018,7,Medium,Tier 3,Supermarket Type2,3585.333
8576,16,Regular,Fruits and Vegetables,55.9246,OUT010,18,Medium,Tier 3,Grocery Store,405.4722
8577,6.865,Low Fat,Snack Foods,214.6218,OUT045,14,Medium,Tier 2,Supermarket Type1,1923.4962
8578,10.395,Low Fat,Seafood,159.5604,OUT045,14,Medium,Tier 2,Supermarket Type1,2852.2872
8579,8.05,Regular,Fruits and Vegetables,259.0646,OUT046,19,Small,Tier 1,Supermarket Type1,4380.2982
8580,5.785,Regular,Fruits and Vegetables,264.2252,OUT017,9,Medium,Tier 2,Supermarket Type1,3934.878
8581,10.3,Regular,Fruits and Vegetables,191.653,OUT049,17,Medium,Tier 1,Supermarket Type1,5313.084
8582,12.5,Low Fat,Fruits and Vegetables,103.099,OUT018,7,Medium,Tier 3,Supermarket Type2,722.393
8583,7.63,Low Fat,Soft Drinks,92.5436,OUT049,17,Medium,Tier 1,Supermarket Type1,1607.2412
8584,13.5,Regular,Snack Foods,78.396,OUT035,12,Small,Tier 2,Supermarket Type1,1438.128
8585,17.5,Low Fat,Snack Foods,101.299,OUT045,14,Medium,Tier 2,Supermarket Type1,722.393
8586,8.21,Low Fat,Hard Drinks,150.5392,OUT018,7,Medium,Tier 3,Supermarket Type2,1043.9744
8587,11.65,Regular,Meat,110.9544,OUT018,7,Medium,Tier 3,Supermarket Type2,335.5632
8588,18.5,Low Fat,Snack Foods,119.8124,OUT017,9,Medium,Tier 2,Supermarket Type1,4029.4216
8589,7.72,Regular,Breads,78.7986,OUT018,7,Medium,Tier 3,Supermarket Type2,856.8846
8590,5.88,Low Fat,Household,149.4392,OUT035,12,Small,Tier 2,Supermarket Type1,1640.5312
8591,6.85,Low Fat,Frozen Foods,262.3594,OUT035,12,Small,Tier 2,Supermarket Type1,3924.891
8592,7.52,Low Fat,Fruits and Vegetables,128.8994,OUT013,29,High,Tier 3,Supermarket Type1,2055.9904
8593,13.65,Regular,Snack Foods,81.2302,OUT046,19,Small,Tier 1,Supermarket Type1,2059.9852
8594,6.985,Regular,Meat,185.2608,OUT045,14,Medium,Tier 2,Supermarket Type1,2940.1728
8595,9.3,Low Fat,Dairy,248.9092,OUT010,18,Medium,Tier 3,Grocery Store,498.0184
8596,12.1,Low Fat,Canned,74.767,OUT013,29,High,Tier 3,Supermarket Type1,2220.443
8597,5.98,Low Fat,Fruits and Vegetables,145.3418,OUT018,7,Medium,Tier 3,Supermarket Type2,2354.2688
8598,9,Low Fat,Health and Hygiene,266.2884,OUT049,17,Medium,Tier 1,Supermarket Type1,2914.8724
8599,7.145,Low Fat,Frozen Foods,160.6578,OUT018,7,Medium,Tier 3,Supermarket Type2,2246.4092
8600,19,Low Fat,Health and Hygiene,211.7244,OUT045,14,Medium,Tier 2,Supermarket Type1,2752.4172
8601,7.855,Regular,Baking Goods,35.6848,OUT045,14,Medium,Tier 2,Supermarket Type1,335.5632
8602,19.5,Low Fat,Breads,156.1314,OUT035,12,Small,Tier 2,Supermarket Type1,2792.3652
8603,8.71,Low Fat,Canned,92.7778,OUT046,19,Small,Tier 1,Supermarket Type1,1032.6558
8604,11.5,Low Fat,Starchy Foods,173.908,OUT018,7,Medium,Tier 3,Supermarket Type2,1211.756
8605,18.85,Low Fat,Household,244.3144,OUT049,17,Medium,Tier 1,Supermarket Type1,5635.3312
8606,13.65,Regular,Canned,98.77,OUT045,14,Medium,Tier 2,Supermarket Type1,1697.79
8607,6.135,Low Fat,Soft Drinks,114.386,OUT049,17,Medium,Tier 1,Supermarket Type1,1018.674
8608,5.655,Low Fat,Soft Drinks,146.9102,OUT018,7,Medium,Tier 3,Supermarket Type2,1749.7224
8609,14.85,Regular,Dairy,261.291,OUT013,29,High,Tier 3,Supermarket Type1,10256.649
8610,20.75,Regular,Breakfast,153.7682,OUT035,12,Small,Tier 2,Supermarket Type1,1829.6184
8611,10,Low Fat,Snack Foods,234.859,OUT018,7,Medium,Tier 3,Supermarket Type2,1181.795
8612,10.3,Low Fat,Dairy,263.6226,OUT035,12,Small,Tier 2,Supermarket Type1,6608.065
8613,5.675,Regular,Snack Foods,156.1288,OUT046,19,Small,Tier 1,Supermarket Type1,2828.3184
8614,5.51,Low Fat,Health and Hygiene,98.9726,OUT018,7,Medium,Tier 3,Supermarket Type2,1565.9616
8615,17.75,Low Fat,Seafood,33.9216,OUT045,14,Medium,Tier 2,Supermarket Type1,830.9184
8616,17.75,Low Fat,Baking Goods,113.1544,OUT018,7,Medium,Tier 3,Supermarket Type2,1006.6896
8617,8.365,Regular,Fruits and Vegetables,189.2188,OUT045,14,Medium,Tier 2,Supermarket Type1,4570.0512
8618,10,Regular,Snack Foods,128.2994,OUT013,29,High,Tier 3,Supermarket Type1,1413.4934
8619,18.2,Regular,Fruits and Vegetables,250.1092,OUT049,17,Medium,Tier 1,Supermarket Type1,5727.2116
8620,19.35,Regular,Soft Drinks,163.3868,OUT035,12,Small,Tier 2,Supermarket Type1,3439.5228
8621,7.39,Low Fat,Others,141.447,OUT013,29,High,Tier 3,Supermarket Type1,2290.352
8622,7.945,Low Fat,Snack Foods,163.821,OUT049,17,Medium,Tier 1,Supermarket Type1,1794.331
8623,16,Regular,Snack Foods,157.0972,OUT046,19,Small,Tier 1,Supermarket Type1,4673.916
8624,20.1,Low Fat,Health and Hygiene,59.2536,OUT046,19,Small,Tier 1,Supermarket Type1,735.0432
8625,20.6,Low Fat,Fruits and Vegetables,94.4778,OUT010,18,Medium,Tier 3,Grocery Store,93.8778
8626,8.575,Regular,Dairy,196.5794,OUT017,9,Medium,Tier 2,Supermarket Type1,5267.1438
8627,17.7,Regular,Fruits and Vegetables,47.9034,OUT018,7,Medium,Tier 3,Supermarket Type2,729.051
8628,20,Regular,Frozen Foods,125.4678,OUT010,18,Medium,Tier 3,Grocery Store,127.1678
8629,5.695,Low Fat,Frozen Foods,256.0646,OUT010,18,Medium,Tier 3,Grocery Store,1288.323
8630,5.11,Low Fat,Household,164.721,OUT018,7,Medium,Tier 3,Supermarket Type2,3588.662
8631,15.25,Regular,Snack Foods,178.166,OUT045,14,Medium,Tier 2,Supermarket Type1,4853.682
8632,18.25,Regular,Dairy,110.357,OUT013,29,High,Tier 3,Supermarket Type1,2087.283
8633,15.6,Regular,Snack Foods,170.6132,OUT013,29,High,Tier 3,Supermarket Type1,6595.4148
8634,13,Low Fat,Canned,76.3986,OUT049,17,Medium,Tier 1,Supermarket Type1,778.986
8635,7.02,Low Fat,Fruits and Vegetables,147.3734,OUT049,17,Medium,Tier 1,Supermarket Type1,2524.0478
8636,19.7,Low Fat,Snack Foods,177.537,OUT046,19,Small,Tier 1,Supermarket Type1,3175.866
8637,9.1,Low Fat,Household,112.5518,OUT049,17,Medium,Tier 1,Supermarket Type1,341.5554
8638,8,Regular,Breads,249.9092,OUT010,18,Medium,Tier 3,Grocery Store,249.0092
8639,17.75,Low Fat,Health and Hygiene,240.9196,OUT018,7,Medium,Tier 3,Supermarket Type2,4579.3724
8640,19.5,Low Fat,Breads,156.4314,OUT049,17,Medium,Tier 1,Supermarket Type1,2326.971
8641,7.685,Low Fat,Health and Hygiene,145.276,OUT046,19,Small,Tier 1,Supermarket Type1,3515.424
8642,9.6,Low Fat,Health and Hygiene,188.7214,OUT010,18,Medium,Tier 3,Grocery Store,376.8428
8643,19.6,Low Fat,Dairy,45.5718,OUT010,18,Medium,Tier 3,Grocery Store,47.2718
8644,17.6,Low Fat,Snack Foods,163.6868,OUT010,18,Medium,Tier 3,Grocery Store,163.7868
8645,15.6,Regular,Dairy,63.6194,OUT045,14,Medium,Tier 2,Supermarket Type1,743.0328
8646,12.65,Low Fat,Household,108.4938,OUT049,17,Medium,Tier 1,Supermarket Type1,1500.7132
8647,14.5,Low Fat,Health and Hygiene,159.5604,OUT045,14,Medium,Tier 2,Supermarket Type1,1426.1436
8648,6.425,Low Fat,Canned,116.5808,OUT018,7,Medium,Tier 3,Supermarket Type2,2460.7968
8649,9.695,Low Fat,Hard Drinks,176.9344,OUT045,14,Medium,Tier 2,Supermarket Type1,5888.3352
8650,19.6,Low Fat,Soft Drinks,56.1614,OUT013,29,High,Tier 3,Supermarket Type1,828.921
8651,20.7,Low Fat,Household,152.8366,OUT035,12,Small,Tier 2,Supermarket Type1,2569.3222
8652,12.6,Low Fat,Dairy,34.9874,OUT017,9,Medium,Tier 2,Supermarket Type1,529.311
8653,8.275,Low Fat,Household,104.2306,OUT013,29,High,Tier 3,Supermarket Type1,3658.571
8654,19.85,Low Fat,Fruits and Vegetables,128.102,OUT013,29,High,Tier 3,Supermarket Type1,1265.02
8655,7.36,Low Fat,Frozen Foods,55.2588,OUT010,18,Medium,Tier 3,Grocery Store,229.0352
8656,20.35,Regular,Meat,82.7276,OUT010,18,Medium,Tier 3,Grocery Store,162.4552
8657,17.7,Regular,Starchy Foods,183.7924,OUT049,17,Medium,Tier 1,Supermarket Type1,2221.1088
8658,8.39,Regular,Frozen Foods,112.6176,OUT035,12,Small,Tier 2,Supermarket Type1,2175.8344
8659,9.195,Low Fat,Baking Goods,81.6592,OUT035,12,Small,Tier 2,Supermarket Type1,1403.5064
8660,8.93,Low Fat,Dairy,152.334,OUT035,12,Small,Tier 2,Supermarket Type1,2143.876
8661,15.7,Low Fat,Household,59.2562,OUT013,29,High,Tier 3,Supermarket Type1,296.281
8662,16.7,Low Fat,Household,246.3776,OUT017,9,Medium,Tier 2,Supermarket Type1,1981.4208
8663,20.5,Regular,Fruits and Vegetables,194.1478,OUT017,9,Medium,Tier 2,Supermarket Type1,2906.217
8664,11.65,Low Fat,Seafood,112.286,OUT017,9,Medium,Tier 2,Supermarket Type1,452.744
8665,20.75,Low Fat,Soft Drinks,153.5024,OUT049,17,Medium,Tier 1,Supermarket Type1,2428.8384
8666,16.2,Low Fat,Frozen Foods,41.7454,OUT010,18,Medium,Tier 3,Grocery Store,83.8908
8667,10.195,Regular,Starchy Foods,239.4538,OUT045,14,Medium,Tier 2,Supermarket Type1,4566.7222
8668,13.3,Low Fat,Dairy,233.03,OUT013,29,High,Tier 3,Supermarket Type1,5359.69
8669,6.215,Low Fat,Fruits and Vegetables,37.4848,OUT049,17,Medium,Tier 1,Supermarket Type1,111.8544
8670,6.67,Regular,Snack Foods,90.5514,OUT018,7,Medium,Tier 3,Supermarket Type2,974.0654
8671,12.6,Regular,Dairy,255.5356,OUT017,9,Medium,Tier 2,Supermarket Type1,9664.7528
8672,12.15,Low Fat,Frozen Foods,254.7698,OUT035,12,Small,Tier 2,Supermarket Type1,5834.4054
8673,16.6,Low Fat,Canned,117.2124,OUT049,17,Medium,Tier 1,Supermarket Type1,1422.1488
8674,20.85,Regular,Breads,103.6648,OUT046,19,Small,Tier 1,Supermarket Type1,2285.0256
8675,11,Low Fat,Health and Hygiene,101.7358,OUT035,12,Small,Tier 2,Supermarket Type1,1508.037
8676,15.6,Low Fat,Others,185.5924,OUT049,17,Medium,Tier 1,Supermarket Type1,3146.5708
8677,10.195,Regular,Dairy,194.5794,OUT017,9,Medium,Tier 2,Supermarket Type1,4096.6674
8678,12.6,Regular,Frozen Foods,105.099,OUT045,14,Medium,Tier 2,Supermarket Type1,1444.786
8679,20.2,Low Fat,Snack Foods,255.7646,OUT049,17,Medium,Tier 1,Supermarket Type1,5410.9566
8680,18,Low Fat,Frozen Foods,116.5124,OUT018,7,Medium,Tier 3,Supermarket Type2,355.5372
8681,6.75,Regular,Dairy,96.7752,OUT049,17,Medium,Tier 1,Supermarket Type1,1342.2528
8682,12.35,Regular,Meat,158.1946,OUT018,7,Medium,Tier 3,Supermarket Type2,1104.5622
8683,7.59,Regular,Fruits and Vegetables,173.108,OUT045,14,Medium,Tier 2,Supermarket Type1,2077.296
8684,14.8,Low Fat,Meat,190.5846,OUT049,17,Medium,Tier 1,Supermarket Type1,3630.6074
8685,5.11,Low Fat,Household,161.721,OUT046,19,Small,Tier 1,Supermarket Type1,2446.815
8686,6.38,Low Fat,Dairy,177.4344,OUT046,19,Small,Tier 1,Supermarket Type1,1784.344
8687,8.3,Regular,Dairy,87.7198,OUT046,19,Small,Tier 1,Supermarket Type1,1569.9564
8688,16.7,Regular,Snack Foods,143.8102,OUT017,9,Medium,Tier 2,Supermarket Type1,4811.7366
8689,9.695,Low Fat,Fruits and Vegetables,185.2898,OUT045,14,Medium,Tier 2,Supermarket Type1,3367.6164
8690,8.235,Low Fat,Health and Hygiene,184.795,OUT035,12,Small,Tier 2,Supermarket Type1,1464.76
8691,10.195,Low Fat,Canned,112.1886,OUT046,19,Small,Tier 1,Supermarket Type1,667.1316
8692,10.695,Regular,Dairy,119.244,OUT013,29,High,Tier 3,Supermarket Type1,3475.476
8693,8.38,Regular,Baking Goods,109.857,OUT035,12,Small,Tier 2,Supermarket Type1,2306.997
8694,11.65,Low Fat,Baking Goods,153.0024,OUT010,18,Medium,Tier 3,Grocery Store,455.4072
8695,9.195,Regular,Frozen Foods,52.0666,OUT035,12,Small,Tier 2,Supermarket Type1,615.1992
8696,8.1,Regular,Canned,88.6198,OUT046,19,Small,Tier 1,Supermarket Type1,1569.9564
8697,18.6,Low Fat,Snack Foods,152.9366,OUT017,9,Medium,Tier 2,Supermarket Type1,453.4098
8698,17.6,Low Fat,Health and Hygiene,234.659,OUT046,19,Small,Tier 1,Supermarket Type1,8508.924
8699,20.25,Low Fat,Household,148.0418,OUT018,7,Medium,Tier 3,Supermarket Type2,1177.1344
8700,5.98,Low Fat,Hard Drinks,53.3614,OUT049,17,Medium,Tier 1,Supermarket Type1,331.5684
8701,18.75,Low Fat,Household,207.8954,OUT049,17,Medium,Tier 1,Supermarket Type1,2292.3494
8702,5.82,Regular,Fruits and Vegetables,255.333,OUT045,14,Medium,Tier 2,Supermarket Type1,4870.327
8703,8.52,Low Fat,Soft Drinks,153.3682,OUT046,19,Small,Tier 1,Supermarket Type1,914.8092
8704,15.5,Regular,Fruits and Vegetables,178.4028,OUT018,7,Medium,Tier 3,Supermarket Type2,1239.7196
8705,16.7,Regular,Fruits and Vegetables,182.7976,OUT046,19,Small,Tier 1,Supermarket Type1,1810.976
8706,9.6,Regular,Snack Foods,258.1304,OUT018,7,Medium,Tier 3,Supermarket Type2,2324.9736
8707,9.13,Low Fat,Household,151.4024,OUT049,17,Medium,Tier 1,Supermarket Type1,1973.4312
8708,10.5,Regular,Starchy Foods,78.296,OUT046,19,Small,Tier 1,Supermarket Type1,1438.128
8709,17,Low Fat,Frozen Foods,249.7434,OUT049,17,Medium,Tier 1,Supermarket Type1,4221.8378
8710,9.195,Low Fat,Baking Goods,46.4744,OUT035,12,Small,Tier 2,Supermarket Type1,950.7624
8711,10.1,Low Fat,Household,117.8492,OUT046,19,Small,Tier 1,Supermarket Type1,1621.8888
8712,8.18,Low Fat,Household,140.5154,OUT045,14,Medium,Tier 2,Supermarket Type1,1701.7848
8713,8.655,Regular,Snack Foods,122.6756,OUT035,12,Small,Tier 2,Supermarket Type1,2302.3364
8714,17.85,Regular,Fruits and Vegetables,122.9388,OUT046,19,Small,Tier 1,Supermarket Type1,3095.97
8715,10.65,Regular,Snack Foods,229.8668,OUT035,12,Small,Tier 2,Supermarket Type1,4146.6024
8716,13.65,Regular,Canned,99.27,OUT013,29,High,Tier 3,Supermarket Type1,2596.62
8717,17.25,Low Fat,Soft Drinks,261.191,OUT017,9,Medium,Tier 2,Supermarket Type1,3155.892
8718,9.5,Regular,Fruits and Vegetables,169.7448,OUT017,9,Medium,Tier 2,Supermarket Type1,3579.3408
8719,16.7,Regular,Starchy Foods,63.6168,OUT049,17,Medium,Tier 1,Supermarket Type1,1342.2528
8720,8.6,Low Fat,Health and Hygiene,141.1154,OUT010,18,Medium,Tier 3,Grocery Store,425.4462
8721,19.25,Low Fat,Dairy,54.3956,OUT018,7,Medium,Tier 3,Supermarket Type2,1201.1032
8722,11,Regular,Canned,222.0798,OUT013,29,High,Tier 3,Supermarket Type1,2864.9374
8723,9.895,Low Fat,Soft Drinks,237.7564,OUT045,14,Medium,Tier 2,Supermarket Type1,3813.7024
8724,14,Regular,Dairy,143.4786,OUT046,19,Small,Tier 1,Supermarket Type1,1589.2646
8725,7.365,Low Fat,Fruits and Vegetables,226.972,OUT018,7,Medium,Tier 3,Supermarket Type2,3848.324
8726,20.85,Regular,Baking Goods,90.2514,OUT013,29,High,Tier 3,Supermarket Type1,619.8598
8727,7.64,Regular,Snack Foods,93.412,OUT046,19,Small,Tier 1,Supermarket Type1,1491.392
8728,17.7,Regular,Meat,103.3674,OUT049,17,Medium,Tier 1,Supermarket Type1,2546.685
8729,7.97,Regular,Meat,90.4514,OUT017,9,Medium,Tier 2,Supermarket Type1,1328.271
8730,12.35,Low Fat,Health and Hygiene,33.1216,OUT046,19,Small,Tier 1,Supermarket Type1,519.324
8731,8.42,Low Fat,Health and Hygiene,63.2168,OUT046,19,Small,Tier 1,Supermarket Type1,703.0848
8732,6.305,Regular,Snack Foods,93.2436,OUT013,29,High,Tier 3,Supermarket Type1,2079.9592
8733,5.92,Regular,Soft Drinks,49.8692,OUT045,14,Medium,Tier 2,Supermarket Type1,1133.1916
8734,15.1,Regular,Snack Foods,260.2304,OUT045,14,Medium,Tier 2,Supermarket Type1,4908.2776
8735,17.35,Low Fat,Household,177.5712,OUT010,18,Medium,Tier 3,Grocery Store,527.3136
8736,7.405,Low Fat,Canned,89.9146,OUT046,19,Small,Tier 1,Supermarket Type1,1550.6482
8737,6.405,Low Fat,Snack Foods,128.7678,OUT049,17,Medium,Tier 1,Supermarket Type1,3052.0272
8738,19.7,Low Fat,Baking Goods,178.066,OUT049,17,Medium,Tier 1,Supermarket Type1,3954.852
8739,17.7,Regular,Frozen Foods,162.721,OUT018,7,Medium,Tier 3,Supermarket Type2,978.726
8740,17.6,Low Fat,Snack Foods,161.8868,OUT035,12,Small,Tier 2,Supermarket Type1,4094.67
8741,15.85,Regular,Frozen Foods,39.7506,OUT049,17,Medium,Tier 1,Supermarket Type1,721.0614
8742,17.5,Low Fat,Fruits and Vegetables,185.1266,OUT049,17,Medium,Tier 1,Supermarket Type1,4795.0916
8743,9.6,Low Fat,Fruits and Vegetables,140.8154,OUT017,9,Medium,Tier 2,Supermarket Type1,1843.6002
8744,11,Regular,Frozen Foods,158.063,OUT045,14,Medium,Tier 2,Supermarket Type1,2659.871
8745,20.75,Regular,Seafood,240.188,OUT018,7,Medium,Tier 3,Supermarket Type2,5992.2
8746,16.6,Low Fat,Canned,118.0124,OUT010,18,Medium,Tier 3,Grocery Store,592.562
8747,12.5,Regular,Baking Goods,199.7426,OUT046,19,Small,Tier 1,Supermarket Type1,593.2278
8748,7.02,Low Fat,Dairy,82.425,OUT049,17,Medium,Tier 1,Supermarket Type1,1414.825
8749,19.1,Regular,Fruits and Vegetables,147.6418,OUT035,12,Small,Tier 2,Supermarket Type1,1471.418
8750,5.785,Regular,Fruits and Vegetables,262.6252,OUT049,17,Medium,Tier 1,Supermarket Type1,524.6504
8751,11.65,Low Fat,Hard Drinks,40.3164,OUT045,14,Medium,Tier 2,Supermarket Type1,502.0132
8752,19,Low Fat,Household,190.1872,OUT010,18,Medium,Tier 3,Grocery Store,567.2616
8753,5.19,Low Fat,Frozen Foods,197.811,OUT045,14,Medium,Tier 2,Supermarket Type1,2946.165
8754,14.15,Low Fat,Household,196.311,OUT046,19,Small,Tier 1,Supermarket Type1,3338.987
8755,16.2,Low Fat,Health and Hygiene,183.7608,OUT018,7,Medium,Tier 3,Supermarket Type2,2940.1728
8756,7.72,Regular,Breads,78.8986,OUT049,17,Medium,Tier 1,Supermarket Type1,623.1888
8757,18.6,Low Fat,Others,56.2588,OUT046,19,Small,Tier 1,Supermarket Type1,1030.6584
8758,8.35,Regular,Frozen Foods,76.5354,OUT017,9,Medium,Tier 2,Supermarket Type1,1805.6496
8759,18.6,Low Fat,Others,55.6588,OUT010,18,Medium,Tier 3,Grocery Store,114.5176
8760,19,Low Fat,Household,129.8336,OUT013,29,High,Tier 3,Supermarket Type1,3451.5072
8761,8.895,Regular,Baking Goods,207.4296,OUT017,9,Medium,Tier 2,Supermarket Type1,2492.7552
8762,18,Low Fat,Baking Goods,78.5618,OUT013,29,High,Tier 3,Supermarket Type1,402.809
8763,15.1,Regular,Fruits and Vegetables,144.7786,OUT017,9,Medium,Tier 2,Supermarket Type1,2600.6148
